Quest Name,Category,Walkthrough,Objectives
Beat_on_the_Brat:_Pacifica,Cyberpunk_2077,"This one requires you to complete the main job Transmission first to then open up the side job Send in the Clowns which needs to be completed for this. As such, you can actually end up doing the championship fight in Beat on the Brat with Razor Hugh before you get this one based on how you completed other quests.
You'll be fighting in the large, dry pool area, so you'll have plenty of room to evade. That said, your major concern is Ozob's nose: it is a live grenade so if you hit it wrong too many times, you could set it off.
Ozob's grenade nose will detonate after accumulating about 75% of his health in damage to his head. This instantly kills Ozob and V wins by ""technical knockout"" and must talk to the referee standing on the side of the pool to get the reward money and complete the quest.","Go to the fight in Pacifica.
Talk to Ozob.
Defeat Ozob.
If V beats Ozob without detonating his grenade nose:
Talk to Ozob.
If V targets Ozob's face until his nose detonates:
Talk to the referee.
v · d · eCyberpunk 2077 QuestsMain JobsPrologue
The Corpo-Rat
The Nomad
The Streetkid
Act 1
The Rescue
Practice Makes Perfect
The Ripperdoc
The Ride
The Pickup
The Information
The Heist
Interlude
Love Like Fire
Act 2
Playing for Time
Tapeworm
Evelyn Parker
Automatic Love
The Space in Between
Disasterpiece
Double Life
Alt Cunningham
M'ap Tann Pèlen
I Walk the Line
Transmission
Never Fade Away
Anders Hellman
Ghost Town
Lightning Breaks
Life During Wartime
Hanako Arasaka
Down on the Street
Gimme Danger
Play It Safe
Search and Destroy

Act 3
Nocturne Op55N1
The Devil
Last Caress
Totalimmortal
The Sun
For Whom the Bell Tolls
Knockin' on Heaven's Door
Changes
The Star
We Gotta Live Together
Forward to Death
Belly of the Beast
Changes
Secret
(Don't Fear) The Reaper
Changes

Epilogue
Where is My Mind?
Path of Glory
All Along the Watchtower
New Dawn Fades
Phantom Liberty
Phantom Liberty
Dog Eat Dog
Hole in the Sky
Spider and the Fly
Lucretia My Reflection
The Damned
Get It Together
You Know My Name
Birds with Broken Wings
I've Seen That Face Before
Firestarter
King of Wands
The Killing Moon
Unfinished Sympathy
From Her to Eternity
King of Swords
The Killing Moon
Through Pain to Heaven
Who Wants to Live Forever
King of Cups
Black Steel In The Hour of Chaos
Somewhat Damaged
Leave in Silence
Four Score and Seven
King of Pentacles
Black Steel In The Hour of Chaos
Somewhat Damaged
Leave in Silence
Four Score and Seven
Who Wants to Live Forever
Epilogue
Things Done Changed

Side and Minor JobsJohnny Silverhand
The Ballad of Buck Ravers
Chippin' In
A Cool Metal Fire
Blistering Love
Holdin' On
Second Conflict
A Like Supreme
Judy Álvarez
Both Sides, Now
Ex-Factor
Talkin' 'bout a Revolution
Pisces
Pyramid Song
Panam Palmer
Riders on the Storm
With a Little Help from My Friends
Queen of the Highway
River Ward
I Fought the Law
The Hunt
Following the River
Kerry Eurodyne
Rebel! Rebel!
I Don't Wanna Hear It
Off the Leash
Boat Drinks
Lifepaths
These Boots Are Made for Walkin' (Nomad)
Small Man, Big Mouth (Streetkid)
War Pigs (Corpo)
Aldecaldos
I'll Fly Away
Gun Music
Fortunate Son
Brendan
I Can See Clearly Now
Spray Paint
Coin Operated Boy
Claire Russell
The Beast In Me
City Center
Badlands
Santo Domingo
The Big Race
The Distance
Coach Fred
Beat on the Brat
Arroyo
Kabuki
The Glen
Rancho Coronado
Pacifica
Delamain
Human Nature
Tune Up
Epistrophy
Wellsprings
Northside
North Oak
Rancho Coronado
Badlands
The Glen
Coastview
Don't Lose Your Mind
Jefferson Peralez
I Fought the Law
Dream On
Joshua Stephenson
Sinnerman
There Is A Light That Never Goes Out
They Won't Go When I Go
Nix
Spellbound
KOLD MIRAGE
Regina Jones
Psycho Killer
Machine Gun
Robert Wilson
The Gun
Shoot To Thrill
Viktor Vektor
Paid in Full
Upgrade U
Zen Master
Imagine
Stairway To Heaven
Poem Of The Atoms
Meetings Along The Edge
Vehicles
Dressed to Kill
I'm in Love with My Car
Murk Man Returns Again Once More Forever
Sex On Wheels
Shape of a Pony
Apartments
Houses In Motion: Makeovers
Welcome Home: Corpo Plaza
Welcome Home: Japantown
Welcome Home: Northside
Welcome Home: The Glen
Miscellaneous
A Day In The Life
Big in Japan
Bullets
Burning Desire/Night Moves
Career Opportunities
Every Breath You Take
Ezekiel Saw the Wheel
Fool on the Hill
Full Disclosure
Happy Together
Heroes
I Really Want to Stay at Your House
Killing In The Name
Love Rollercoaster
Only Pain
Over the Edge
Raymond Chandler Evening
Sacrum Profanum/Losing My Religion
Send in the Clowns
Space Oddity
Stadium Love
Sweet Dreams
The Gift
The Gig
The Highwayman
The Prophet's Song
Venus in Furs
Violence
Phantom LibertyMuamar Reyes
Push It to the Limit
Just Another Story
Baby Let Me Take You
Mr. Hands
Dazed and Confused
Dirty Second Hands
Go Your Own Way
Shot by Both Sides
Run This Town
Miscellaneous
Addicted To Chaos
Balls to the Wall
Corpo of the Month
Money For Nothing
Moving Heat
New Person, Same Old Mistakes
No Easy Way Out
One Way or Another
The Show Must Go On
This Corrosion
Tomorrow Never Knows
Voodoo Treasure
GigsDakota Smith
Tier 1
Dancing on a Minefield
Flying Drugs
Tier 2
Big Pete's Got Big Problems
No Fixers
Trevor's Last Ride
Tier 3
MIA
Sparring Partner
Tier 4
Goodbye, Night City
Radar Love
Reward
Every Grain of Sand
Dino Dinovic
Tier 1
A Lack of Empathy
Tier 2
An Inconvenient Killer
Serial Suicide
Tier 3
Guinea Pigs
The Frolics of Councilwoman Cole
Reward
Gas Gas Gas
Mr. Hands
Tier 1
Two Wrongs Makes Us Right
Phantom Liberty
Tier 2
Dogtown Saints
Prototype in the Scraper
Treating Symptoms
Waiting for Dodger
Tier 3
The Man Who Killed Jason Foreman
Spy in the Jungle
Talent Academy
Tier 4
Heaviest of Hearts
Roads to Redemption
Reward
Hi Ho Silver Lining

Muamar Reyes
Tier 1
Error 404
Race to the Top
Serious Side Effects
Tier 2
Breaking News
Family Matters
Hacking the Hacker
Tier 3
Cuckoo's Nest
Severance Package
Tier 4
Desperate Measures
For My Son
Going-away Party
Reward
Ride Captain Ride
Regina Jones
Tier 1
Hippocratic Oath
Many Ways to Skin a Cat
Monster Hunt
Playing for Keeps
Rite of Passage
Tier 2
Dirty Biz
Troublesome Neighbors
Welcome to America, Comrade
Tier 3
Backs Against the Wall
Catch a Tyger's Toe
Woman of La Mancha
Tier 4
Flight of the Cheetah
Shark in the Water
Tier 5
Last Login
Small Man, Big Evil
Tier 6
Bloodsport
Scrolls before Swine
Tier 7
Freedom of the Press
Lousy Kleppers
Tier 8
Fixer, Merc, Soldier, Spy
The Heisenberg Principle
Occupational Hazard
Concrete Cage Trap
Reward
Last Call
Rogue Amendiares
Family Heirloom
Hot Merchandise
Nasty Hangover
The Union Strikes Back
Sebastian ""Padre"" Ibarra
Tier 1
Fifth Column
Jeopardy
Life's Work
On a Tight Leash
Tier 2
Bring me the Head of Gustavo Orta
Old Friends
Psychofan
Tier 3
Eye for an Eye
Sr. Ladrillo's Private Collection
The Lord Giveth and Taketh Away
Tier 4
Going Up or Down?
Reward
God Bless This Mess
Wakako Okada
Tier 1
Tyger and Vulture
We Have Your Wife
Tier 2
Greed Never Pays
Olive Branch
Until Death Do Us Part
Tier 3
Getting Warmer...
Wakako's Favorite
Tier 4
A Shrine Defiled
Reward
Professional Widow
Minor ActivitiesReported Crimes
Another Circle of Hell
Dangerous Currents
Don't Forget the Parking Brake!
Needle in a Haystack
One Thing Led to Another
Paranoia
Protect and Serve
A Stroke of Luck
Blood in the Air
Comrade Red
Crash Test
Delivery From Above
Disloyal Employee
Dredged Up
Extremely Loud and Incredibly Close
Honey, Where are You?
I Don't Like Sand
Justice Behind Bars
Lost and Found
Roadside Picnic
Smoking Kills
Supply Management
Table Scraps
Turn Off the Tap
Welcome to Night City
Worldly Possessions
You Play with Fire...
Suspected Organized Crime Activity
Arroyo
Chapel
Desperate Sons-of-Bitches
Jackson Plains
Just Say No
Living the Big Life
Modern Labor Market
New Boss, New Rules
No License, No Problem
Opposites Attract
Privacy Policy Violation
Rocky Ridge
Tygers by the Tail
Vice Control
Vista del Rey
West Wind Estate
Wipe the Gonk, Take the Implants
Cyberpsycho Sightings(Psycho Killer)
Bloody Ritual
Demons of War
Discount Doc
House on a Hill
Letter of the Law
Lex Talionis
Lt. Mower
On Deaf Ears
Phantom of Night City
Seaside Cafe
Second Chances
Six Feet Under
Smoke on the Water
Ticket to the Major Leagues
Under the Bridge
The Wasteland
Where the Bodies Hit the Floor
Increased Criminal Activity
BARGHEST
Scavengers
Voodoo Boys"
Venus_in_Furs,Cyberpunk_2077,"Some time after meeting Takemura, Meredith will message V to let them know that everything has worked out following the raid on the All Foods Factory. V then sends a flirtatious reply to Meredith, after which she tells V to meet her at the No-Tell Motel in Kabuki, Watson.
Upon reaching the room at the hotel, V'll be greeted by a provocatively dressed Meredith, who comments that they probably didn't expect to see her there. V will ask what happens next, and a cutscene of the two having a romantic scene will play out. Afterwards, Meredith will bid V farewell, leaving behind a reward, and sending a text message.[N 1]","Go to the First floor of the No-Tell Motel.
Talk to Meredith Stout.
Spend the night at the No-Tell Motel."
Sacrum_Profanum,Cyberpunk_2077,"At Cargo Bay, V can encounter a monk who is fully cybered up and in serious distress because of it. After speaking with him, V discovers that he and his brother were taken captive by Maelstrom and he was forcibly installed with Cyberware, which is against the religion that the monks follow. Maelstrom let him go, but his brother is still in captivity.
The monk asks V for help and directs them to a nearby Abandoned Warehouse surrounded by shipping containers. There are several Maelstrom goons that need to be taken out, but the monk wishes for V to avoid killing them.
When you arrive at the warehouse, you spot several possible ways of entry;
A grate on the south side of the building that can be opened with Technical Ability 7.
Climbing the containers at either the northwest or southeast side of the building to sneak past the enemies.
By simply walking inside through the front gate (this method will instantly alert the enemies).
Once inside, neutralize the enemies and approach the monk to speak with and set him free. Note that the monk is a neutral NPC, so he can die if not careful. To the left of the monk there is an Iconic M221 Saratoga called Fenrir.
Enemies[]
3 Security Cameras
1 Maelstrom Ironstormer
4 Maelstrom Goons","Save the monk.
Defeat the gangoons.
Talk to the monk."
Upgrade_U,Cyberpunk_2077,"After installing Patch 2.0 or newer, V will receive a call from Viktor Vektor that new cyberware software has hit the market, and has become available to them.
V can then proceed to visit any Ripperdoc to install their software update, in the form of a tutorial that informs about all the changes made to the Cyberware interface in Patch 2.0.
At the Ripperdoc, V has to install a Kiroshi ""Sentry"" Optics, Smart Link, and Subdermal Armor for free. After doing so, the quest will complete.","Talk to Viktor/Read the message from Viktor.
Install the cyberware update at any ripperdoc clinic."
Psycho_Killer,Cyberpunk_2077,"This section requires expanding. Click here to add more.📝
This job mainly acts as a tracker for the 17 cyberpsycho jobs. Once all of them have been completed, Regina will call V to have a meeting in person, with her comments based on if you had managed to keep them all alive or not before she gives you your reward. If none are killed, she is very grateful, as she is helping them get therapy to further understand their condition. The reward is given even if some of the cyberpsychos are killed instead of incapacitated.
Title

District

Act

Prerequisites




 




Demons of War

Watson

1






 




Lt. Mower

Watson

1






 




Six Feet Under

Watson

1






 




Ticket to the Major Leagues

Watson

1






 




Where the Bodies Hit the Floor

Watson

1






 




Bloody Ritual

Watson

2

Complete Playing for TimeIn-game time must be between 8pm and 5am




 




Discount Doc

Santo Domingo

2






 




House on a Hill

Badlands

2






 




Letter of the Law

Heywood

2






 




Lex Talionis

Pacifica

2






 




On Deaf Ears

City Center

2






 




Phantom of Night City

City Center

2






 




Seaside Cafe

Heywood

2






 




Second Chances

Badlands

2






 




Smoke on the Water

Pacifica

2






 




The Wasteland

Badlands

2

Complete Life During Wartime




 




Under the Bridge

Santo Domingo

2","Find and incapacitate cyberpsychos.
Meet with Regina."
Shoot_To_Thrill,Cyberpunk_2077,"You get a call from Robert Wilson, the owner of the local 2nd Amendment in your megabuilding. He is hosting a shooting competition to drum up some local business. You arrive with five other competitors, although one is kicked out after breaking Wilson's pistol only rule.
Once the competition starts, your objective is simple. Hit as many targets as many times you are able to within the time limit. So it is advised to use a pistol that has a high-rate of fire and a large magazine. You are not restricted to the target in your lane, so make advantage of the fact that you are able to shoot the targets in other lanes.
If V wins the shooting competition:
Robert will give you a Lexington x-MOD2, and some eddies.
If V loses the shooting competition:
If you lose, the winner will complain that the weapon they've won is of low quality.
If you have enough points in Reflexes, Wilson can be asked about his situation, where he will lament that business is down and considers the shooting competition a failure as it did nothing to help boost sales in his shop. Otherwise, V can say their goodbyes to end the quest.","Go to Wilson's shooting range.
Talk to Wilson.
Enter the shooting range.
Listen to Wilson's instructions.
Draw and aim your weapon.
Wait for the competition to begin.
Get into position.
Shoot the targets. [0/100]
Go to Wilson.
If you won the competition:
Collect your reward from Wilson.
Talk to Wilson."
Beat_on_the_Brat:_Rancho_Coronado,Cyberpunk_2077,"You don't need to put up anything for this fist fight, as Rhino notes this is only for fun/making a name for yourself.
That said, Rhino is a hard hitter, where 2-3 punches can knock you out, so make sure to make ample use of dodging techniques to avoid her punches.","Talk to the Animals champion.
Defeat Rhino.
Talk to the Animals champion."
Beat_on_the_Brat:_Arroyo,Cyberpunk_2077,"This is one of the more difficult fist fights, as Buck can deal a lot of damage in one punch to the point 2-3 hits on you will cause you to lose, so it's best to plan accordingly beforehand, like consuming boosters, food, etc.
When you approach to talk to him, he'll be talking about his unique rifle, O'Five. If you have at least 8 in Body you can comment on this which will then give you the option to have him also put it up for grabs, provided you have €$ 18,000 to spare to fight him for it. Otherwise, you just need €$ 6,000 to fight him.
Note that if you got him to put up his sniper rifle, once you win he and his buddies will turn hostile and start shooting at you. At this point you're free to also use your own guns and kill them if you wish. Once they're down, go collect the gun to complete the job. You won't automatically receive your eddies if you select this method, but you can loot the prize money from Buck's body.
The normal bet will end up with Buck telling you to leave if you win. You can just directly leave the area, or talk to him. You can decide whether to provoke him or to calm him down. If you decide to provoke him, Buck and his friends will proceed to attack you, and his rifle O'Five will be immediately be available for you to get.
Once they're down, go collect the gun to complete the job.","Go to the fight in Arroyo.
Talk to the champion of Arroyo.
Defeat Buck."
M%27ap_Tann_P%C3%A8len,Phantom_Liberty,"This section requires expanding. Click here to add more.📝
Right after you finish Double Life, you'll need to call Mr. Hands, the fixer for Pacifica, for assistance in getting in touch with the Voodoo Boys. He'll note it'll be almost impossible as they keep to themselves but will check for you. Sometime later he'll call you with an update: as expected they're not interested in whatever you have but incidentally they have a job that needs to be done and so Mr. Hands volunteered you to assist them which, if done right, will then allow you an audience with their leader, Brigitte.","Call Mr. Hands.
Pursue other leads until Mr. Hands calls back.
Talk to Mr. Hands.
Go to the chapel.
Meet with your contact at the altar.
Go to the butcher shop.
Ask the vendor for Placide.
Look into the camera.
Find Placide in the back of the shop.
Talk with Placide.
Follow Placide.
Sit.
Talk to Placide."
Big_in_Japan,Phantom_Liberty,"This article requires cleanup.[Reason: Rewrite from V's perspective, use of conditions]
Head to the Afterlife where you'll find a man, Dennis, looking for a solo to take on a job, but rather than use a fixer, he wants to cut out the middleman and have you work directly for him.
If you agree, he'll ask you to go find a marked fridge in Kabuki and once you gather the contents inside, contact him for further steps.
Head out there and it should be the fridge in the last shack out on the pier. As you might have guessed though, something is off about this: as soon as you open the fridge a rather fatigued man falls out. Call Dennis but he won't tell you the specifics about the guy, only that you need to get him to a nearby car to take him to Northside, and that Tyger Claws will try to kill him and therefore, you.
Tyger members are going to be patrolling the area and standing at the stairs, so you'll have to take them out carefully as, if your companion is killed, the job will fail. You cannot draw a weapon while carrying the man, but you are safely able to put him down on the ground and then move a certain distance to fight.
Once you get to the car, put him in the trunk, then drive to the location in Northside and talk to Dennis. Shortly after he reveals the man's name, Haruyoshi Nishikata, who you can then talk to and who'll then tell you his story: he's the world's best surgeon but the Tyger Claws' boss died on his operating table and the gang became angry at this, so Dennis helped him flee from Japan to Night City. That said, the gang doesn't know that Haruyoshi actually killed the boss on purpose.
For payment, while you'll get some eddies, make sure to also pick up the Scalpel katana that Dennis notes is your reward and is leaning against the barrels.","Go to the slum on the outskirts of Kabuki.
Find and open the container with ""No Future"" graffiti'd on it.
Talk to Dennis.
Pick up the body.
Carry the body to the car.
Get in Dennis' car.
Deliver the body to the specified coordinates.
Leave the car.
Talk to Dennis."
